a,b,c,x,y,z
0.1557018894431973,-1.4063217615249382,4.437195473626033,4.59289736306923,-1.250619872081741,-5.843517235150971
0.013420411677789802,0.9877976256670569,-0.14627005141199118,-0.13284963973420139,1.0012180373448467,1.134067677079048
-1.4503824120092677,-3.380932145387766,-1.8964616334602005,-3.346844045469468,-4.831314557397033,-1.4844705119275654
-2.8564191464002335,-0.1918792480888707,-4.188044237006864,-7.044463383407097,-3.0482983944891044,3.996164988917993
-3.8605083284980397,1.0158830894184867,3.3449382827848844,-0.5155700457131553,-2.8446252390795532,-2.329055193366398
0.006037221119161747,-0.22069839255500107,0.042675510963478984,0.04871273208264073,-0.21466117143583932,-0.26337390351848006
-4.510130351411194,-1.7346863433112147,2.634586664904694,-1.8755436865064996,-6.244816694722409,-4.369273008215909
-2.1731047665264267,1.4200100037053214,-5.188394299153054,-7.361499065679481,-0.7530947628211053,6.608404302858375
-1.7973621770923196,-0.3656126552297867,-2.2723514699477954,-4.069713647040115,-2.1629748323221065,1.9067388147180087
-8.449644230724967,0.8557548707034347,-1.9054303802568833,-10.35507461098185,-7.5938893600215325,2.761185250960318
0.6977675037769853,-1.6800113698132202,-3.4610469481135833,-2.763279444336598,-0.9822438660362349,1.781035578300363
-4.976664597994663,1.0606670862288292,-1.2380606696692098,-6.214725267663873,-3.915997511765834,2.298727755898039
4.676188652623035,2.885960662383619,-2.9920776708524706,1.6841109817705648,7.562149315006654,5.8780383332360895
-2.361000589720621,-0.04102880064678581,-2.038726465568268,-4.3997270552888885,-2.4020293903674066,1.9976976649214822
1.501734693369034,1.2302058584719744,1.4856709883718935,2.9874056817409276,2.7319405518410083,-0.2554651298999191
-4.11553094273257,-0.292285192096481,1.2435903569485725,-2.8719405857839977,-4.4078161348290505,-1.5358755490450535
4.015716927943408,-0.871204327898863,-2.074620154205139,1.941096773738269,3.1445126000445445,1.2034158263062757
1.3496908741577616,-1.8490451252105684,-4.199858114314889,-2.8501672401571274,-0.49935425105280684,2.3508129891043206
2.722486082449686,0.030640330430417435,-0.3923252231430706,2.3301608593066154,2.7531264128801034,0.42296555357348803
4.45166043536826,-0.08225880849559623,-1.9145795264285765,2.5370809089396835,4.369401626872664,1.8323207179329803
-3.1029731066837183,0.3744338205786872,2.8170483639592274,-0.28592474272449087,-2.7285392861050313,-2.4426145433805404
8.34714513265207,1.555011078062113,1.0857870525231013,9.432932185175172,9.902156210714184,0.46922402553901166
-7.215587964497011,-1.9980329500077898,-2.850910752859502,-10.066498717356513,-9.213620914504801,0.8528778028517123
-3.4753635219658436,3.3626122554626785,-4.042776706460794,-7.518140228426637,-0.11275126650316514,7.405388961923473
1.4882012974143544,-0.5901302268185595,0.4436968871305807,1.931898184544935,0.8980710705957948,-1.0338271139491402
-5.309800161672324,-0.4687443944635491,-3.3715717803734755,-8.6813719420458,-5.778544556135873,2.9028273859099265
-9.585238307947572,-1.6962144525262692,4.864204397439358,-4.721033910508214,-11.28145276047384,-6.560418849965627
-1.5737745415023594,2.1603757825472973,0.9838697636637238,-0.5899047778386356,0.5866012410449379,1.1765060188835736
1.0757243444210982,-4.253323191709043,3.5201425699666107,4.595866914387709,-3.1775988472879453,-7.773465761675654
-3.7336463565955214,-1.3492048658506317,-1.7673470800116902,-5.500993436607212,-5.082851222446153,0.41814221416105846
-0.7158949225087081,-1.824842244407728,5.317025851350197,4.6011309288414886,-2.5407371669164363,-7.141868095757925
-0.8574029764624135,-1.758993634637943,1.0425924527442363,0.1851894762818228,-2.6163966111003565,-2.801586087382179
3.045841513162037,-2.209296042579003,2.2031915282633863,5.249033041425424,0.836545470583034,-4.412487570842389
-1.0890405723723622,0.7287943650125899,1.1007443935983892,0.011703821226026978,-0.3602462073597723,-0.3719500285857993
-0.3518361138545688,-0.44242445608127834,0.632790105323787,0.2809539914692182,-0.7942605699358471,-1.0752145614050654
0.07372264433715627,0.6389202457700844,4.4156851761779246,4.489407820515081,0.7126428901072407,-3.77676493040784
7.321111485224838,-1.5984413706328426,6.314908601212096,13.636020086436934,5.722670114591995,-7.913349971844939
-1.3281919818022079,-1.863260421329713,-1.8520766236217687,-3.1802686054239766,-3.1914524031319207,-0.01118379770794431
-4.587181393324608,-0.0380532619651408,2.3753473032033368,-2.211834090121271,-4.6252346552897485,-2.4134005651684776
0.5186968025798276,-1.4444010795273543,0.46811998609325356,0.9868167886730812,-0.9257042769475267,-1.912521065620608
-7.604204475318829,-1.5139229569186383,-1.0562994314645828,-8.660503906783411,-9.118127432237467,-0.4576235254540555
4.151981857573808,-2.34223284943897,-1.2806769174711639,2.871304940102644,1.8097490081348377,-1.061555931967806
-1.46393678216042,3.013692576093197,1.0445268205215001,-0.41940996163891975,1.549755793932777,1.9691657555716968
-0.6454854990755232,-1.0528133682449052,-1.1649763691461794,-1.8104618682217026,-1.6982988673204285,0.11216300090127418
-4.100732723728516,2.450673474747035,-4.841373018633384,-8.9421057423619,-1.650059248981481,7.292046493380418
1.6345741383228531,-1.2744007219042701,-1.1233947333355576,0.5111794049872955,0.360173416418583,-0.1510059885687125
9.966903421024169,2.380560129831686,0.44422331815249005,10.411126739176659,12.347463550855855,1.9363368116791957
3.31958278204798,-1.1911007680180359,1.7771368548838502,5.09671963693183,2.1284820140299443,-2.968237622901886
4.684391273681781,1.4564044543962016,-1.8037505605278883,2.880640713153893,6.140795728077983,3.2601550149240897
7.94203296464127,-4.316880378605144,1.384631146966803,9.326664111608073,3.6251525860361262,-5.701511525571947
1.74019660630206,-0.7184340413764088,-2.0533709385767276,-0.3131743322746676,1.0217625649256512,1.3349368972003188
0.8746554318458091,-0.7781194636945826,-4.306385255717268,-3.4317298238714593,0.09653596815122645,3.528265792022686
3.752083611269963,1.8507661723637527,-5.316320989395907,-1.5642373781259438,5.602849783633715,7.167087161759659
9.20859047382211,4.196599788614199,2.6593711186289433,11.867961592451053,13.405190262436308,1.5372286699852555
11.045366054654513,-2.165939480081925,4.7167368782718615,15.762102932926375,8.879426574572587,-6.882676358353787
5.047549172239148,-0.46236969349150214,0.7357105194567275,5.783259691695876,4.585179478747646,-1.1980802129482298
-3.9715795767383595,-3.787843175300196,-2.435795243996677,-6.407374820735036,-7.759422752038556,-1.3520479313035194
7.159681035513139,-1.0886984123045684,1.3841782029446164,8.543859238457756,6.070982623208571,-2.472876615249185
0.6726939664880459,-1.9621307085977169,2.0245188015902587,2.6972127680783045,-1.2894367421096709,-3.9866495101879753
-5.700129029424161,2.159158004469555,0.05720511812392631,-5.642923911300235,-3.5409710249546062,2.1019528863456287
3.7121146451932434,-0.514876629210488,-1.916383168200274,1.7957314769929693,3.197238015982755,1.401506538989786
